State,Level,Name,TRU,TOT_P,TOT_M,TOT_F
09,DISTRICT,Pilibhit,Rural,1679592,886789,792803
09,DISTRICT,Pilibhit,Urban,351415,185213,166202
09,DISTRICT,Shahjahanpur,Total,3006538,1606403,1400135
09,DISTRICT,Shahjahanpur,Rural,2412446,1293714,1118732
09,DISTRICT,Shahjahanpur,Urban,594092,312689,281403
09,DISTRICT,Kheri,Total,4021243,2123187,1898056
09,DISTRICT,Kheri,Rural,3560208,1880679,1679529
09,DISTRICT,Kheri,Urban,461035,242508,218527
09,DISTRICT,Sitapur,Total,4483992,2375264,2108728
09,DISTRICT,Sitapur,Rural,3953208,2098123,1855085
09,DISTRICT,Sitapur,Urban,530784,277141,253643
09,DISTRICT,Hardoi,Total,4092845,2191442,1901403
09,DISTRICT,Hardoi,Rural,3551039,1906147,1644892
09,DISTRICT,Hardoi,Urban,541806,285295,256511
09,DISTRICT,Unnao,Total,3108367,1630087,1478280
09,DISTRICT,Unnao,Rural,2576721,1351897,1224824
09,DISTRICT,Unnao,Urban,531646,278190,253456
09,DISTRICT,Lucknow,Total,4589838,2394476,2195362
09,DISTRICT,Lucknow,Rural,1550842,813752,737090
09,DISTRICT,Lucknow,Urban,3038996,1580724,1458272
09,DISTRICT,Rae Bareli,Total,3405559,1752542,1653017
09,DISTRICT,Rae Bareli,Rural,3097564,1592449,1505115
09,DISTRICT,Rae Bareli,Urban,307995,160093,147902
09,DISTRICT,Farrukhabad,Total,1885204,1006240,878964
09,DISTRICT,Farrukhabad,Rural,1469019,785301,683718
09,DISTRICT,Farrukhabad,Urban,416185,220939,195246
09,DISTRICT,Kannauj,Total,1656616,881776,774840
09,DISTRICT,Kannauj,Rural,1375775,734245,641530
09,DISTRICT,Kannauj,Urban,280841,147531,133310
09,DISTRICT,Etawah,Total,1581810,845856,735954
09,DISTRICT,Etawah,Rural,1215511,652740,562771
09,DISTRICT,Etawah,Urban,366299,193116,173183
09,DISTRICT,Auraiya,Total,1379545,740040,639505
09,DISTRICT,Auraiya,Rural,1145323,616494,528829
09,DISTRICT,Auraiya,Urban,234222,123546,110676
09,DISTRICT,Kanpur Dehat,Total,1796184,963255,832929
09,DISTRICT,Kanpur Dehat,Rural,1622761,871508,751253
09,DISTRICT,Kanpur Dehat,Urban,173423,91747,81676
09,DISTRICT,Kanpur Nagar,Total,4581268,2459806,2121462
09,DISTRICT,Kanpur Nagar,Rural,1565623,837260,728363
09,DISTRICT,Kanpur Nagar,Urban,3015645,1622546,1393099
09,DISTRICT,Jalaun ,Total,1689974,906092,783882
09,DISTRICT,Jalaun ,Rural,1271074,683656,587418
09,DISTRICT,Jalaun ,Urban,418900,222436,196464
09,DISTRICT,Jhansi,Total,1998603,1057436,941167
09,DISTRICT,Jhansi,Rural,1165119,615629,549490
09,DISTRICT,Jhansi,Urban,833484,441807,391677
09,DISTRICT,Lalitpur,Total,1221592,641011,580581
09,DISTRICT,Lalitpur,Rural,1046214,549478,496736
09,DISTRICT,Lalitpur,Urban,175378,91533,83845
09,DISTRICT,Hamirpur,Total,1104285,593537,510748
09,DISTRICT,Hamirpur,Rural,894437,481373,413064
09,DISTRICT,Hamirpur,Urban,209848,112164,97684
09,DISTRICT,Mahoba,Total,875958,466358,409600
09,DISTRICT,Mahoba,Rural,690577,368009,322568
09,DISTRICT,Mahoba,Urban,185381,98349,87032
09,DISTRICT,Banda,Total,1799410,965876,833534
09,DISTRICT,Banda,Rural,1523655,819243,704412
09,DISTRICT,Banda,Urban,275755,146633,129122
09,DISTRICT,Chitrakoot,Total,991730,527721,464009
09,DISTRICT,Chitrakoot,Rural,895398,476794,418604
09,DISTRICT,Chitrakoot,Urban,96332,50927,45405
09,DISTRICT,Fatehpur,Total,2632733,1384722,1248011
09,DISTRICT,Fatehpur,Rural,2310740,1215690,1095050
09,DISTRICT,Fatehpur,Urban,321993,169032,152961
09,DISTRICT,Pratapgarh,Total,3209141,1606085,1603056
09,DISTRICT,Pratapgarh,Rural,3033899,1515583,1518316
09,DISTRICT,Pratapgarh,Urban,175242,90502,84740
09,DISTRICT,Kaushambi,Total,1599596,838485,761111
09,DISTRICT,Kaushambi,Rural,1475140,773335,701805
09,DISTRICT,Kaushambi,Urban,124456,65150,59306
09,DISTRICT,Allahabad ,Total,5954391,3131807,2822584
09,DISTRICT,Allahabad ,Rural,4481518,2340959,2140559
09,DISTRICT,Allahabad ,Urban,1472873,790848,682025
09,DISTRICT,Bara Banki,Total,3260699,1707073,1553626
09,DISTRICT,Bara Banki,Rural,2929896,1533455,1396441
09,DISTRICT,Bara Banki,Urban,330803,173618,157185
09,DISTRICT,Faizabad,Total,2470996,1259628,1211368
09,DISTRICT,Faizabad,Rural,2130743,1079257,1051486
09,DISTRICT,Faizabad,Urban,340253,180371,159882
09,DISTRICT,Ambedkar Nagar,Total,2397888,1212410,1185478
09,DISTRICT,Ambedkar Nagar,Rural,2117158,1067762,1049396
09,DISTRICT,Ambedkar Nagar,Urban,280730,144648,136082
09,DISTRICT,Sultanpur,Total,3797117,1914586,1882531
09,DISTRICT,Sultanpur,Rural,3597201,1810496,1786705
09,DISTRICT,Sultanpur,Urban,199916,104090,95826
09,DISTRICT,Bahraich,Total,3487731,1843884,1643847
09,DISTRICT,Bahraich,Rural,3203687,1695122,1508565
09,DISTRICT,Bahraich,Urban,284044,148762,135282
09,DISTRICT,Shrawasti,Total,1117361,593897,523464
09,DISTRICT,Shrawasti,Rural,1078712,573681,505031
09,DISTRICT,Shrawasti,Urban,38649,20216,18433
09,DISTRICT,Balrampur,Total,2148665,1114721,1033944
09,DISTRICT,Balrampur,Rural,1982274,1027943,954331
09,DISTRICT,Balrampur,Urban,166391,86778,79613
09,DISTRICT,Gonda,Total,3433919,1787146,1646773
09,DISTRICT,Gonda,Rural,3208890,1669058,1539832
09,DISTRICT,Gonda,Urban,225029,118088,106941
09,DISTRICT,Siddharthnagar,Total,2559297,1295095,1264202
09,DISTRICT,Siddharthnagar,Rural,2398606,1212141,1186465
09,DISTRICT,Siddharthnagar,Urban,160691,82954,77737
09,DISTRICT,Basti,Total,2464464,1255272,1209192
09,DISTRICT,Basti,Rural,2326367,1182846,1143521
09,DISTRICT,Basti,Urban,138097,72426,65671
09,DISTRICT,Sant Kabir Nagar,Total,1715183,869656,845527
09,DISTRICT,Sant Kabir Nagar,Rural,1586652,802609,784043
09,DISTRICT,Sant Kabir Nagar,Urban,128531,67047,61484
09,DISTRICT,Mahrajganj,Total,2684703,1381754,1302949
09,DISTRICT,Mahrajganj,Rural,2549973,1312126,1237847
09,DISTRICT,Mahrajganj,Urban,134730,69628,65102
09,DISTRICT,Gorakhpur,Total,4440895,2277777,2163118
09,DISTRICT,Gorakhpur,Rural,3604766,1838726,1766040
09,DISTRICT,Gorakhpur,Urban,836129,439051,397078
09,DISTRICT,Kushinagar,Total,3564544,1818055,1746489
09,DISTRICT,Kushinagar,Rural,3396437,1730377,1666060
09,DISTRICT,Kushinagar,Urban,168107,87678,80429
09,DISTRICT,Deoria,Total,3100946,1537436,1563510
09,DISTRICT,Deoria,Rural,2784143,1373111,1411032
09,DISTRICT,Deoria,Urban,316803,164325,152478
09,DISTRICT,Azamgarh,Total,4613913,2285004,2328909
09,DISTRICT,Azamgarh,Rural,4220512,2082707,2137805
09,DISTRICT,Azamgarh,Urban,393401,202297,191104
09,DISTRICT,Mau,Total,2205968,1114709,1091259
09,DISTRICT,Mau,Rural,1706760,858843,847917
09,DISTRICT,Mau,Urban,499208,255866,243342
09,DISTRICT,Ballia,Total,3239774,1672902,1566872
09,DISTRICT,Ballia,Rural,2935665,1514018,1421647
09,DISTRICT,Ballia,Urban,304109,158884,145225
09,DISTRICT,Jaunpur,Total,4494204,2220465,2273739
09,DISTRICT,Jaunpur,Rural,4147624,2041217,2106407
09,DISTRICT,Jaunpur,Urban,346580,179248,167332
09,DISTRICT,Ghazipur,Total,3620268,1855075,1765193
09,DISTRICT,Ghazipur,Rural,3345908,1711651,1634257
09,DISTRICT,Ghazipur,Urban,274360,143424,130936
09,DISTRICT,Chandauli,Total,1952756,1017905,934851
09,DISTRICT,Chandauli,Rural,1710203,890630,819573
09,DISTRICT,Chandauli,Urban,242553,127275,115278
09,DISTRICT,Varanasi,Total,3676841,1921857,1754984
09,DISTRICT,Varanasi,Rural,2079790,1076526,1003264
09,DISTRICT,Varanasi,Urban,1597051,845331,751720
09,DISTRICT,Sant Ravidas Nagar (Bhadohi),Total,1578213,807099,771114
09,DISTRICT,Sant Ravidas Nagar (Bhadohi),Rural,1348911,686589,662322
09,DISTRICT,Sant Ravidas Nagar (Bhadohi),Urban,229302,120510,108792
09,DISTRICT,Mirzapur,Total,2496970,1312302,1184668
09,DISTRICT,Mirzapur,Rural,2149403,1127138,1022265
09,DISTRICT,Mirzapur,Urban,347567,185164,162403
09,DISTRICT,Sonbhadra,Total,1862559,971344,891215
09,DISTRICT,Sonbhadra,Rural,1548217,803345,744872
09,DISTRICT,Sonbhadra,Urban,314342,167999,146343
09,DISTRICT,Etah,Total,1774480,947339,827141
09,DISTRICT,Etah,Rural,1506338,805589,700749
09,DISTRICT,Etah,Urban,268142,141750,126392
09,DISTRICT,Kanshiram Nagar,Total,1436719,764165,672554
09,DISTRICT,Kanshiram Nagar,Rural,1148512,612556,535956
09,DISTRICT,Kanshiram Nagar,Urban,288207,151609,136598
10,STATE,BIHAR,Total,104099452,54278157,49821295
10,STATE,BIHAR,Rural,92341436,48073850,44267586
10,STATE,BIHAR,Urban,11758016,6204307,5553709
10,DISTRICT,Pashchim Champaran,Total,3935042,2061110,1873932
10,DISTRICT,Pashchim Champaran,Rural,3541877,1853809,1688068
10,DISTRICT,Pashchim Champaran,Urban,393165,207301,185864
10,DISTRICT,Purba Champaran,Total,5099371,2681209,2418162
10,DISTRICT,Purba Champaran,Rural,4698028,2468181,2229847
10,DISTRICT,Purba Champaran,Urban,401343,213028,188315
10,DISTRICT,Sheohar,Total,656246,346673,309573
10,DISTRICT,Sheohar,Rural,628130,331792,296338
10,DISTRICT,Sheohar,Urban,28116,14881,13235
10,DISTRICT,Sitamarhi,Total,3423574,1803252,1620322
10,DISTRICT,Sitamarhi,Rural,3233076,1701685,1531391
10,DISTRICT,Sitamarhi,Urban,190498,101567,88931
10,DISTRICT,Madhubani,Total,4487379,2329313,2158066
10,DISTRICT,Madhubani,Rural,4325884,2244287,2081597
10,DISTRICT,Madhubani,Urban,161495,85026,76469
10,DISTRICT,Supaul,Total,2229076,1155283,1073793
10,DISTRICT,Supaul,Rural,2123518,1099495,1024023
10,DISTRICT,Supaul,Urban,105558,55788,49770
10,DISTRICT,Araria,Total,2811569,1463333,1348236
10,DISTRICT,Araria,Rural,2642792,1374254,1268538
10,DISTRICT,Araria,Urban,168777,89079,79698
10,DISTRICT,Kishanganj,Total,1690400,866970,823430
10,DISTRICT,Kishanganj,Rural,1529277,783318,745959
10,DISTRICT,Kishanganj,Urban,161123,83652,77471
10,DISTRICT,Purnia,Total,3264619,1699370,1565249
10,DISTRICT,Purnia,Rural,2921614,1519522,1402092
10,DISTRICT,Purnia,Urban,343005,179848,163157
10,DISTRICT,Katihar,Total,3071029,1600430,1470599
10,DISTRICT,Katihar,Rural,2797207,1455744,1341463
10,DISTRICT,Katihar,Urban,273822,144686,129136
10,DISTRICT,Madhepura,Total,2001762,1047559,954203
10,DISTRICT,Madhepura,Rural,1913301,1000760,912541
10,DISTRICT,Madhepura,Urban,88461,46799,41662
10,DISTRICT,Saharsa,Total,1900661,997174,903487
10,DISTRICT,Saharsa,Rural,1744121,913883,830238
10,DISTRICT,Saharsa,Urban,156540,83291,73249
10,DISTRICT,Darbhanga,Total,3937385,2059949,1877436
10,DISTRICT,Darbhanga,Rural,3554057,1858545,1695512
10,DISTRICT,Darbhanga,Urban,383328,201404,181924
10,DISTRICT,Muzaffarpur,Total,4801062,2527497,2273565
10,DISTRICT,Muzaffarpur,Rural,4327625,2276812,2050813
10,DISTRICT,Muzaffarpur,Urban,473437,250685,222752
10,DISTRICT,Gopalganj,Total,2562012,1267666,1294346
10,DISTRICT,Gopalganj,Rural,2399207,1184967,1214240
10,DISTRICT,Gopalganj,Urban,162805,82699,80106
10,DISTRICT,Siwan,Total,3330464,1675090,1655374
10,DISTRICT,Siwan,Rural,3147551,1579685,1567866
10,DISTRICT,Siwan,Urban,182913,95405,87508
10,DISTRICT,Saran,Total,3951862,2022821,1929041
10,DISTRICT,Saran,Rural,3598660,1838119,1760541
10,DISTRICT,Saran,Urban,353202,184702,168500
10,DISTRICT,Vaishali,Total,3495021,1844535,1650486
10,DISTRICT,Vaishali,Rural,3261942,1721221,1540721
10,DISTRICT,Vaishali,Urban,233079,123314,109765
10,DISTRICT,Samastipur,Total,4261566,2230003,2031563
10,DISTRICT,Samastipur,Rural,4113769,2152273,1961496
10,DISTRICT,Samastipur,Urban,147797,77730,70067
10,DISTRICT,Begusarai,Total,2970541,1567660,1402881
10,DISTRICT,Begusarai,Rural,2400718,1266308,1134410
10,DISTRICT,Begusarai,Urban,569823,301352,268471
10,DISTRICT,Khagaria,Total,1666886,883786,783100
10,DISTRICT,Khagaria,Rural,1579727,837281,742446
10,DISTRICT,Khagaria,Urban,87159,46505,40654
10,DISTRICT,Bhagalpur,Total,3037766,1615663,1422103
10,DISTRICT,Bhagalpur,Rural,2435234,1295386,1139848
10,DISTRICT,Bhagalpur,Urban,602532,320277,282255
10,DISTRICT,Banka,Total,2034763,1067140,967623
10,DISTRICT,Banka,Rural,1963450,1029097,934353
10,DISTRICT,Banka,Urban,71313,38043,33270
10,DISTRICT,Munger,Total,1367765,729041,638724
10,DISTRICT,Munger,Rural,987645,527299,460346
10,DISTRICT,Munger,Urban,380120,201742,178378
10,DISTRICT,Lakhisarai,Total,1000912,526345,474567
10,DISTRICT,Lakhisarai,Rural,857901,450863,407038
10,DISTRICT,Lakhisarai,Urban,143011,75482,67529
10,DISTRICT,Sheikhpura,Total,636342,329743,306599
10,DISTRICT,Sheikhpura,Rural,527340,272360,254980
10,DISTRICT,Sheikhpura,Urban,109002,57383,51619
10,DISTRICT,Nalanda,Total,2877653,1497060,1380593
10,DISTRICT,Nalanda,Rural,2419759,1257728,1162031
10,DISTRICT,Nalanda,Urban,457894,239332,218562
10,DISTRICT,Patna,Total,5838465,3078512,2759953
10,DISTRICT,Patna,Rural,3323875,1746025,1577850
10,DISTRICT,Patna,Urban,2514590,1332487,1182103
10,DISTRICT,Bhojpur,Total,2728407,1430380,1298027
10,DISTRICT,Bhojpur,Rural,2338546,1224274,1114272
10,DISTRICT,Bhojpur,Urban,389861,206106,183755
10,DISTRICT,Buxar,Total,1706352,887977,818375
10,DISTRICT,Buxar,Rural,1541853,801086,740767
10,DISTRICT,Buxar,Urban,164499,86891,77608
10,DISTRICT,Kaimur (Bhabua),Total,1626384,847006,779378
10,DISTRICT,Kaimur (Bhabua),Rural,1560813,812298,748515
10,DISTRICT,Kaimur (Bhabua),Urban,65571,34708,30863
10,DISTRICT,Rohtas,Total,2959918,1543546,1416372
10,DISTRICT,Rohtas,Rural,2532153,1318276,1213877
10,DISTRICT,Rohtas,Urban,427765,225270,202495
10,DISTRICT,Aurangabad,Total,2540073,1318684,1221389
10,DISTRICT,Aurangabad,Rural,2303219,1194619,1108600
10,DISTRICT,Aurangabad,Urban,236854,124065,112789
10,DISTRICT,Gaya,Total,4391418,2266566,2124852
10,DISTRICT,Gaya,Rural,3809817,1960592,1849225
10,DISTRICT,Gaya,Urban,581601,305974,275627
10,DISTRICT,Nawada,Total,2219146,1144668,1074478
10,DISTRICT,Nawada,Rural,2003567,1031656,971911
10,DISTRICT,Nawada,Urban,215579,113012,102567
10,DISTRICT,Jamui,Total,1760405,916064,844341
10,DISTRICT,Jamui,Rural,1615072,839776,775296
10,DISTRICT,Jamui,Urban,145333,76288,69045
10,DISTRICT,Jehanabad ,Total,1125313,585582,539731
10,DISTRICT,Jehanabad ,Rural,990117,514154,475963
10,DISTRICT,Jehanabad ,Urban,135196,71428,63768
10,DISTRICT,Arwal,Total,700843,363497,337346
10,DISTRICT,Arwal,Rural,648994,336420,312574
10,DISTRICT,Arwal,Urban,51849,27077,24772
11,STATE,SIKKIM,Total,610577,323070,287507
11,STATE,SIKKIM,Rural,456999,242797,214202
11,STATE,SIKKIM,Urban,153578,80273,73305
11,DISTRICT,North  District,Total,43709,24730,18979
11,DISTRICT,North  District,Rural,39065,22274,16791
11,DISTRICT,North  District,Urban,4644,2456,2188
11,DISTRICT,West District,Total,136435,70238,66197
11,DISTRICT,West District,Rural,131187,67528,63659
11,DISTRICT,West District,Urban,5248,2710,2538
11,DISTRICT,South District,Total,146850,76670,70180
11,DISTRICT,South District,Rural,125651,65848,59803
11,DISTRICT,South District,Urban,21199,10822,10377
11,DISTRICT,East District,Total,283583,151432,132151
11,DISTRICT,East District,Rural,161096,87147,73949
11,DISTRICT,East District,Urban,122487,64285,58202
12,STATE,ARUNACHAL PRADESH,Total,1383727,713912,669815
12,STATE,ARUNACHAL PRADESH,Rural,1066358,546011,520347
12,STATE,ARUNACHAL PRADESH,Urban,317369,167901,149468
12,DISTRICT,Tawang,Total,49977,29151,20826
12,DISTRICT,Tawang,Rural,38775,20792,17983
12,DISTRICT,Tawang,Urban,11202,8359,2843
12,DISTRICT,West Kameng,Total,83947,46155,37792
12,DISTRICT,West Kameng,Rural,68015,37809,30206
12,DISTRICT,West Kameng,Urban,15932,8346,7586
12,DISTRICT,East Kameng,Total,78690,38775,39915
12,DISTRICT,East Kameng,Rural,60340,29506,30834
12,DISTRICT,East Kameng,Urban,18350,9269,9081
12,DISTRICT,Papum Pare,Total,176573,89182,87391
12,DISTRICT,Papum Pare,Rural,79610,39935,39675
12,DISTRICT,Papum Pare,Urban,96963,49247,47716
12,DISTRICT,Upper Subansiri,Total,83448,41758,41690
12,DISTRICT,Upper Subansiri,Rural,70043,34840,35203
12,DISTRICT,Upper Subansiri,Urban,13405,6918,6487
12,DISTRICT,West Siang,Total,112274,58168,54106
12,DISTRICT,West Siang,Rural,87306,44687,42619
12,DISTRICT,West Siang,Urban,24968,13481,11487
12,DISTRICT,East Siang,Total,99214,50116,49098
12,DISTRICT,East Siang,Rural,71579,36147,35432
12,DISTRICT,East Siang,Urban,27635,13969,13666
12,DISTRICT,Upper Siang,Total,35320,18699,16621
12,DISTRICT,Upper Siang,Rural,28780,15335,13445
12,DISTRICT,Upper Siang,Urban,6540,3364,3176
12,DISTRICT,Changlang,Total,148226,76948,71278
12,DISTRICT,Changlang,Rural,128998,66283,62715
12,DISTRICT,Changlang,Urban,19228,10665,8563
12,DISTRICT,Tirap,Total,111975,57604,54371
12,DISTRICT,Tirap,Rural,91165,46185,44980
12,DISTRICT,Tirap,Urban,20810,11419,9391
12,DISTRICT,Lower Subansiri,Total,83030,41843,41187
12,DISTRICT,Lower Subansiri,Rural,70224,35460,34764
12,DISTRICT,Lower Subansiri,Urban,12806,6383,6423
12,DISTRICT,Kurung Kumey,Total,92076,45318,46758
12,DISTRICT,Kurung Kumey,Rural,89731,44072,45659
12,DISTRICT,Kurung Kumey,Urban,2345,1246,1099
12,DISTRICT,Dibang Valley,Total,8004,4414,3590
12,DISTRICT,Dibang Valley,Rural,5620,3098,2522
12,DISTRICT,Dibang Valley,Urban,2384,1316,1068
12,DISTRICT,Lower Dibang Valley,Total,54080,28053,26027
12,DISTRICT,Lower Dibang Valley,Rural,42691,21989,20702
12,DISTRICT,Lower Dibang Valley,Urban,11389,6064,5325
12,DISTRICT,Lohit,Total,145726,76221,69505
12,DISTRICT,Lohit,Rural,113296,58991,54305
12,DISTRICT,Lohit,Urban,32430,17230,15200
12,DISTRICT,Anjaw,Total,21167,11507,9660
12,DISTRICT,Anjaw,Rural,20185,10882,9303
12,DISTRICT,Anjaw,Urban,982,625,357
13,STATE,NAGALAND,Total,1978502,1024649,953853
13,STATE,NAGALAND,Rural,1407536,725472,682064
13,STATE,NAGALAND,Urban,570966,299177,271789
13,DISTRICT,Mon,Total,250260,131753,118507
13,DISTRICT,Mon,Rural,215816,113469,102347
13,DISTRICT,Mon,Urban,34444,18284,16160
13,DISTRICT,Mokokchung,Total,194622,101092,93530
13,DISTRICT,Mokokchung,Rural,138897,71373,67524
13,DISTRICT,Mokokchung,Urban,55725,29719,26006
13,DISTRICT,Zunheboto,Total,140757,71217,69540
13,DISTRICT,Zunheboto,Rural,113160,56786,56374
13,DISTRICT,Zunheboto,Urban,27597,14431,13166
13,DISTRICT,Wokha,Total,166343,84505,81838
13,DISTRICT,Wokha,Rural,131339,66435,64904
13,DISTRICT,Wokha,Urban,35004,18070,16934
13,DISTRICT,Dimapur ,Total,378811,197394,181417
13,DISTRICT,Dimapur ,Rural,180942,93435,87507
13,DISTRICT,Dimapur ,Urban,197869,103959,93910
13,DISTRICT,Phek,Total,163418,83743,79675
13,DISTRICT,Phek,Rural,138843,70529,68314
13,DISTRICT,Phek,Urban,24575,13214,11361
13,DISTRICT,Tuensang,Total,196596,101933,94663
13,DISTRICT,Tuensang,Rural,159822,82462,77360
13,DISTRICT,Tuensang,Urban,36774,19471,17303
13,DISTRICT,Longleng,Total,50484,26502,23982
13,DISTRICT,Longleng,Rural,42871,22511,20360
13,DISTRICT,Longleng,Urban,7613,3991,3622
13,DISTRICT,Kiphire,Total,74004,37830,36174
13,DISTRICT,Kiphire,Rural,57517,29243,28274
13,DISTRICT,Kiphire,Urban,16487,8587,7900
13,DISTRICT,Kohima,Total,267988,138966,129022
13,DISTRICT,Kohima,Rural,146900,76369,70531
13,DISTRICT,Kohima,Urban,121088,62597,58491
13,DISTRICT,Peren,Total,95219,49714,45505
13,DISTRICT,Peren,Rural,81429,42860,38569
13,DISTRICT,Peren,Urban,13790,6854,6936
14,STATE,MANIPUR,Total,2855794,1438586,1417208
14,STATE,MANIPUR,Rural,2021640,1026884,994756
14,STATE,MANIPUR,Urban,834154,411702,422452
14,DISTRICT,Senapati,Total,479148,247323,231825
14,DISTRICT,Senapati,Rural,471672,243603,228069
14,DISTRICT,Senapati,Urban,7476,3720,3756
14,DISTRICT,Tamenglong ,Total,140651,72371,68280
14,DISTRICT,Tamenglong ,Rural,121288,62534,58754
14,DISTRICT,Tamenglong ,Urban,19363,9837,9526
14,DISTRICT,Churachandpur,Total,274143,138820,135323
14,DISTRICT,Churachandpur,Rural,255786,129659,126127
14,DISTRICT,Churachandpur,Urban,18357,9161,9196
14,DISTRICT,Bishnupur,Total,237399,118782,118617
14,DISTRICT,Bishnupur,Rural,149894,75171,74723
14,DISTRICT,Bishnupur,Urban,87505,43611,43894
14,DISTRICT,Thoubal,Total,422168,210845,211323
14,DISTRICT,Thoubal,Rural,270835,135470,135365
14,DISTRICT,Thoubal,Urban,151333,75375,75958
14,DISTRICT,Imphal West,Total,517992,255054,262938
14,DISTRICT,Imphal West,Rural,195113,96948,98165
14,DISTRICT,Imphal West,Urban,322879,158106,164773
14,DISTRICT,Imphal East,Total,456113,226094,230019
14,DISTRICT,Imphal East,Rural,272906,136789,136117
14,DISTRICT,Imphal East,Urban,183207,89305,93902
14,DISTRICT,Ukhrul,Total,183998,94718,89280
14,DISTRICT,Ukhrul,Rural,156811,80801,76010
14,DISTRICT,Ukhrul,Urban,27187,13917,13270
14,DISTRICT,Chandel,Total,144182,74579,69603
14,DISTRICT,Chandel,Rural,127335,65909,61426
14,DISTRICT,Chandel,Urban,16847,8670,8177
15,STATE,MIZORAM,Total,1097206,555339,541867
15,STATE,MIZORAM,Rural,525435,269135,256300
15,STATE,MIZORAM,Urban,571771,286204,285567
15,DISTRICT,Mamit,Total,86364,44828,41536
15,DISTRICT,Mamit,Rural,71465,37135,34330
15,DISTRICT,Mamit,Urban,14899,7693,7206
15,DISTRICT,Kolasib,Total,83955,42918,41037
15,DISTRICT,Kolasib,Rural,37077,19097,17980
15,DISTRICT,Kolasib,Urban,46878,23821,23057
15,DISTRICT,Aizawl,Total,400309,199270,201039
15,DISTRICT,Aizawl,Rural,85555,43780,41775
15,DISTRICT,Aizawl,Urban,314754,155490,159264
15,DISTRICT,Champhai,Total,125745,63388,62357
15,DISTRICT,Champhai,Rural,77216,39110,38106
15,DISTRICT,Champhai,Urban,48529,24278,24251
15,DISTRICT,Serchhip,Total,64937,32851,32086
15,DISTRICT,Serchhip,Rural,32918,16643,16275
15,DISTRICT,Serchhip,Urban,32019,16208,15811
15,DISTRICT,Lunglei,Total,161428,82891,78537
15,DISTRICT,Lunglei,Rural,92676,47577,45099
15,DISTRICT,Lunglei,Urban,68752,35314,33438
15,DISTRICT,Lawngtlai,Total,117894,60599,57295
15,DISTRICT,Lawngtlai,Rural,97064,49940,47124
15,DISTRICT,Lawngtlai,Urban,20830,10659,10171
15,DISTRICT,Saiha,Total,56574,28594,27980
15,DISTRICT,Saiha,Rural,31464,15853,15611
15,DISTRICT,Saiha,Urban,25110,12741,12369
16,STATE,TRIPURA,Total,3673917,1874376,1799541
16,STATE,TRIPURA,Rural,2712464,1387173,1325291
16,STATE,TRIPURA,Urban,961453,487203,474250
16,DISTRICT,West Tripura ,Total,1725739,879428,846311
16,DISTRICT,West Tripura ,Rural,1048101,536720,511381
16,DISTRICT,West Tripura ,Urban,677638,342708,334930
16,DISTRICT,South Tripura ,Total,876001,447544,428457
16,DISTRICT,South Tripura ,Rural,752970,384787,368183
16,DISTRICT,South Tripura ,Urban,123031,62757,60274
16,DISTRICT,Dhalai,Total,378230,194544,183686
16,DISTRICT,Dhalai,Rural,337731,173773,163958
16,DISTRICT,Dhalai,Urban,40499,20771,19728
16,DISTRICT,North Tripura,Total,693947,352860,341087
16,DISTRICT,North Tripura,Rural,573662,291893,281769
16,DISTRICT,North Tripura,Urban,120285,60967,59318
17,STATE,MEGHALAYA,Total,2966889,1491832,1475057
17,STATE,MEGHALAYA,Rural,2371439,1194260,1177179
17,STATE,MEGHALAYA,Urban,595450,297572,297878
17,DISTRICT,West Garo Hills,Total,643291,324159,319132
17,DISTRICT,West Garo Hills,Rural,568433,286923,281510
17,DISTRICT,West Garo Hills,Urban,74858,37236,37622
17,DISTRICT,East Garo Hills,Total,317917,161223,156694
17,DISTRICT,East Garo Hills,Rural,273725,138763,134962
17,DISTRICT,East Garo Hills,Urban,44192,22460,21732
17,DISTRICT,South Garo Hills,Total,142334,73170,69164
17,DISTRICT,South Garo Hills,Rural,129203,66470,62733
17,DISTRICT,South Garo Hills,Urban,13131,6700,6431
17,DISTRICT,West Khasi Hills,Total,383461,193715,189746
17,DISTRICT,West Khasi Hills,Rural,340356,172380,167976
17,DISTRICT,West Khasi Hills,Urban,43105,21335,21770
17,DISTRICT,Ribhoi,Total,258840,132531,126309
17,DISTRICT,Ribhoi,Rural,233587,118705,114882
17,DISTRICT,Ribhoi,Urban,25253,13826,11427
17,DISTRICT,East Khasi Hills,Total,825922,410749,415173
17,DISTRICT,East Khasi Hills,Rural,459441,228409,231032
17,DISTRICT,East Khasi Hills,Urban,366481,182340,184141
17,DISTRICT,Jaintia Hills,Total,395124,196285,198839
17,DISTRICT,Jaintia Hills,Rural,366694,182610,184084
17,DISTRICT,Jaintia Hills,Urban,28430,13675,14755
18,STATE,ASSAM,Total,31205576,15939443,15266133
18,STATE,ASSAM,Rural,26807034,13678989,13128045
18,STATE,ASSAM,Urban,4398542,2260454,2138088
18,DISTRICT,Kokrajhar,Total,887142,452905,434237
18,DISTRICT,Kokrajhar,Rural,832201,424446,407755
18,DISTRICT,Kokrajhar,Urban,54941,28459,26482
18,DISTRICT,Dhubri,Total,1949258,997848,951410
18,DISTRICT,Dhubri,Rural,1745557,893914,851643
18,DISTRICT,Dhubri,Urban,203701,103934,99767
18,DISTRICT,Goalpara,Total,1008183,513292,494891
